# step , loss function , Y0 , learning rate , running time 
3.700000000000000000e+01,3.338806680060575627e-02,4.611282237084988744e-01,1.000000047497451305e-03,5.816871881484985352e+00
3.800000000000000000e+01,1.219218584412774678e-04,4.607897142799691759e-01,1.000000047497451305e-03,5.818873643875122070e+00
3.900000000000000000e+01,2.910775725066027872e-02,4.607707212918036310e-01,1.000000047497451305e-03,5.820874929428100586e+00
4.000000000000000000e+01,1.339066076050656751e-01,4.604640722338051440e-01,1.000000047497451305e-03,5.821875572204589844e+00
4.100000000000000000e+01,3.307078706159584380e-02,4.598381098231385522e-01,1.000000047497451305e-03,5.823876857757568359e+00
4.200000000000000000e+01,5.522259070920383997e-03,4.595076687922532988e-01,1.000000047497451305e-03,5.825878143310546875e+00
4.300000000000000000e+01,1.005422535953158225e-01,4.593754561578561324e-01,1.000000047497451305e-03,5.826879024505615234e+00
4.400000000000000000e+01,3.641759415361490917e-03,4.588205926567152093e-01,1.000000047497451305e-03,5.828880071640014648e+00
4.500000000000000000e+01,1.862023232005374437e-02,4.587185708801980177e-01,1.000000047497451305e-03,5.830881357192993164e+00
4.600000000000000000e+01,1.154783136652825538e-02,4.584826778652306700e-01,1.000000047497451305e-03,5.832882881164550781e+00
4.700000000000000000e+01,2.187474503567487030e-02,4.586612571676678685e-01,1.000000047497451305e-03,5.833883523941040039e+00
4.800000000000000000e+01,1.645073817720741965e-03,4.584126605275452571e-01,1.000000047497451305e-03,5.835885047912597656e+00
4.900000000000000000e+01,2.590103481346573422e-01,4.584813086969768969e-01,1.000000047497451305e-03,5.837886095046997070e+00
5.000000000000000000e+01,4.757902284974256657e-02,4.574682455366204104e-01,1.000000047497451305e-03,5.838886737823486328e+00
5.100000000000000000e+01,8.232589436257395366e-02,4.570709698826620482e-01,1.000000047497451305e-03,5.840888261795043945e+00
5.200000000000000000e+01,1.117517176948003704e-01,4.565608350752400901e-01,1.000000047497451305e-03,5.842889547348022461e+00
5.300000000000000000e+01,7.228919880307910217e-02,4.559224077705353873e-01,1.000000047497451305e-03,5.844890832901000977e+00
5.400000000000000000e+01,6.064875649724903173e-02,4.554633203883405312e-01,1.000000047497451305e-03,5.846892118453979492e+00
5.500000000000000000e+01,3.334501121432367331e-03,4.550185339485832148e-01,1.000000047497451305e-03,5.847892999649047852e+00
5.600000000000000000e+01,9.993778411618334245e-02,4.549231377910956664e-01,1.000000047497451305e-03,5.849894046783447266e+00
5.700000000000000000e+01,2.221951413986840776e-02,4.543216789818646517e-01,1.000000047497451305e-03,5.851895570755004883e+00
5.800000000000000000e+01,1.968751486713497464e-02,4.545667945564089152e-01,1.000000047497451305e-03,5.852896213531494141e+00
5.900000000000000000e+01,4.959736851322186363e-02,4.543217548720724364e-01,1.000000047497451305e-03,5.854897499084472656e+00
6.000000000000000000e+01,4.229715647255267985e-05,4.546787785022819439e-01,1.000000047497451305e-03,5.856898784637451172e+00
6.100000000000000000e+01,1.207754584942683299e-02,4.546683471432272916e-01,1.000000047497451305e-03,5.857899427413940430e+00
6.200000000000000000e+01,3.439266751891404406e-01,4.544786261852617471e-01,1.000000047497451305e-03,5.859900951385498047e+00
6.300000000000000000e+01,3.999528785041660825e-04,4.533419656979826295e-01,1.000000047497451305e-03,5.861902236938476562e+00
6.400000000000000000e+01,1.160515578635548141e-02,4.533096637799008399e-01,1.000000047497451305e-03,5.863903045654296875e+00
6.500000000000000000e+01,2.707677080920732962e-02,4.531332756010046925e-01,1.000000047497451305e-03,5.865904808044433594e+00
6.600000000000000000e+01,1.178971972969750440e-02,4.528402029742811252e-01,1.000000047497451305e-03,5.866905450820922852e+00
6.700000000000000000e+01,2.069207224757505306e-02,4.530125494927444429e-01,1.000000047497451305e-03,5.868906974792480469e+00
6.800000000000000000e+01,2.201634846628565054e-03,4.527491374156122905e-01,1.000000047497451305e-03,5.870908021926879883e+00
6.900000000000000000e+01,2.062765401417069808e-02,4.526706611171835704e-01,1.000000047497451305e-03,5.871908903121948242e+00
7.000000000000000000e+01,3.175045858666618315e-02,4.524149882301588543e-01,1.000000047497451305e-03,5.873910188674926758e+00
7.100000000000000000e+01,2.001359080512069965e-03,4.521046362484307801e-01,1.000000047497451305e-03,5.875911712646484375e+00
7.200000000000000000e+01,5.988128849168027242e-03,4.521777700372821562e-01,1.000000047497451305e-03,5.876912117004394531e+00
7.300000000000000000e+01,3.979620428799412329e-03,4.523074299635226336e-01,1.000000047497451305e-03,5.878913402557373047e+00
7.400000000000000000e+01,3.704742399408299312e-04,4.524134929593304766e-01,1.000000047497451305e-03,5.879914283752441406e+00
7.500000000000000000e+01,5.149212976080482645e-02,4.523801507214676998e-01,1.000000047497451305e-03,5.881915092468261719e+00
7.600000000000000000e+01,4.014116763399160764e-02,4.519648822668418942e-01,1.000000047497451305e-03,5.883916616439819336e+00
7.700000000000000000e+01,2.262971285563363660e-02,4.515947554192868973e-01,1.000000047497451305e-03,5.884917259216308594e+00
7.800000000000000000e+01,9.665064721047947338e-02,4.518333423684452455e-01,1.000000047497451305e-03,5.886918783187866211e+00
7.900000000000000000e+01,4.370063637815886463e-03,4.512530305799236086e-01,1.000000047497451305e-03,5.887919664382934570e+00
8.000000000000000000e+01,6.895451865055411689e-02,4.511446538029485476e-01,1.000000047497451305e-03,5.890921831130981445e+00
8.100000000000000000e+01,1.739178189938363206e-02,4.506392346567995588e-01,1.000000047497451305e-03,5.892922878265380859e+00
8.200000000000000000e+01,7.812296765045566305e-02,4.508519640309286425e-01,1.000000047497451305e-03,5.894924163818359375e+00
8.300000000000000000e+01,2.439258802147212940e-02,4.503569027403130365e-01,1.000000047497451305e-03,5.897926092147827148e+00
8.400000000000000000e+01,1.499270426720999694e-01,4.500774885281683679e-01,1.000000047497451305e-03,5.899927377700805664e+00
8.500000000000000000e+01,2.605169511738835569e-02,4.492688687753222387e-01,1.000000047497451305e-03,5.901928901672363281e+00
8.600000000000000000e+01,1.788726873011963966e-02,4.489794232098708315e-01,1.000000047497451305e-03,5.903929948806762695e+00
8.700000000000000000e+01,3.716988467901589498e-03,4.487333379812052381e-01,1.000000047497451305e-03,5.905931472778320312e+00
8.800000000000000000e+01,4.194450725594070029e-04,4.486303292674432286e-01,1.000000047497451305e-03,5.908933639526367188e+00
8.900000000000000000e+01,2.042498714769312371e-02,4.486644875783401543e-01,1.000000047497451305e-03,5.910934925079345703e+00
9.000000000000000000e+01,8.039290795549021356e-06,4.488855358196809919e-01,1.000000047497451305e-03,5.912936210632324219e+00
9.100000000000000000e+01,3.182900862448109769e-02,4.488809992429168005e-01,1.000000047497451305e-03,5.915938138961791992e+00
9.200000000000000000e+01,2.108040503685952305e-01,4.485858933631663437e-01,1.000000047497451305e-03,5.917939424514770508e+00
9.300000000000000000e+01,2.125156916668812512e-01,4.477051380916443613e-01,1.000000047497451305e-03,5.919940710067749023e+00
9.400000000000000000e+01,5.012067300859672503e-03,4.468075735948894844e-01,1.000000047497451305e-03,5.921942234039306641e+00
9.500000000000000000e+01,3.208507416387732653e-02,4.469238367899277531e-01,1.000000047497451305e-03,5.923943281173706055e+00
9.600000000000000000e+01,6.171141123432605929e-02,4.466108319694195861e-01,1.000000047497451305e-03,5.925944805145263672e+00
9.700000000000000000e+01,1.449019754946375971e-01,4.461782549926042174e-01,1.000000047497451305e-03,5.927946090698242188e+00
9.800000000000000000e+01,4.818325087382573091e-02,4.454298062294891891e-01,1.000000047497451305e-03,5.929947614669799805e+00
9.900000000000000000e+01,1.231640184631292365e-02,4.450248077802783642e-01,1.000000047497451305e-03,5.931948900222778320e+00
1.000000000000000000e+02,9.338895544321255959e-02,4.452059921195266612e-01,1.000000047497451305e-03,5.932949542999267578e+00
1.010000000000000000e+02,1.370064862478345951e-04,4.446211316180477269e-01,1.000000047497451305e-03,5.934950828552246094e+00
1.020000000000000000e+02,3.479637073879635056e-02,4.446415634098185299e-01,1.000000047497451305e-03,5.936952352523803711e+00
1.030000000000000000e+02,2.840531752755793421e-02,4.443151534879009046e-01,1.000000047497451305e-03,5.937952995300292969e+00
1.040000000000000000e+02,3.224125055871296299e-03,4.440315181863248029e-01,1.000000047497451305e-03,5.939954042434692383e+00
1.050000000000000000e+02,4.638333520721710343e-04,4.439321076228363028e-01,1.000000047497451305e-03,5.941955566406250000e+00
1.060000000000000000e+02,1.224072029621555424e-01,4.438970520508719875e-01,1.000000047497451305e-03,5.942956209182739258e+00
1.070000000000000000e+02,8.947500777480040359e-04,4.444292509947162517e-01,1.000000047497451305e-03,5.944957256317138672e+00
1.080000000000000000e+02,5.059291343165459639e-04,4.444791638187938765e-01,1.000000047497451305e-03,5.946958780288696289e+00
1.090000000000000000e+02,1.429185135366041644e-03,4.445157205977346981e-01,1.000000047497451305e-03,5.947959423065185547e+00
1.100000000000000000e+02,3.011702420784574501e-03,4.445775385232793586e-01,1.000000047497451305e-03,5.949960708618164062e+00
1.110000000000000000e+02,1.830874001564809783e-02,4.444898072972887637e-01,1.000000047497451305e-03,5.951961994171142578e+00
1.120000000000000000e+02,7.083580248493330511e-02,4.442599978712213349e-01,1.000000047497451305e-03,5.952962636947631836e+00
1.130000000000000000e+02,3.594687540063616626e-02,4.437530450996295395e-01,1.000000047497451305e-03,5.955964803695678711e+00
1.140000000000000000e+02,2.870079582878929531e-02,4.434110665633427262e-01,1.000000047497451305e-03,5.957966327667236328e+00
1.150000000000000000e+02,1.088289190513824951e-02,4.431169266552140162e-01,1.000000047497451305e-03,5.961968898773193359e+00
1.160000000000000000e+02,8.839847322353042158e-02,4.429444083502857565e-01,1.000000047497451305e-03,5.964970588684082031e+00
1.170000000000000000e+02,5.115557668460212436e-06,4.424265552001583335e-01,1.000000047497451305e-03,5.967972755432128906e+00
1.180000000000000000e+02,5.138363402807643102e-03,4.424303997410063416e-01,1.000000047497451305e-03,5.969974279403686523e+00
1.190000000000000000e+02,6.168892739232358959e-03,4.425492967825800927e-01,1.000000047497451305e-03,5.971975326538085938e+00
1.200000000000000000e+02,4.692001978861472938e-02,4.424197564755820156e-01,1.000000047497451305e-03,5.973976850509643555e+00
1.210000000000000000e+02,6.072989644935561327e-04,4.420533454463211331e-01,1.000000047497451305e-03,5.975978374481201172e+00
1.220000000000000000e+02,1.523009507406579595e-02,4.420109136557685559e-01,1.000000047497451305e-03,5.977979660034179688e+00
1.230000000000000000e+02,1.045307768491027661e-01,4.417854342197056750e-01,1.000000047497451305e-03,5.980981588363647461e+00
1.240000000000000000e+02,3.150461200938259321e-01,4.411673559734403671e-01,1.000000047497451305e-03,5.982982635498046875e+00
1.250000000000000000e+02,2.103016573514262383e-02,4.400926339720563352e-01,1.000000047497451305e-03,5.984984159469604492e+00
1.260000000000000000e+02,1.677225556754634653e-02,4.398297784226421481e-01,1.000000047497451305e-03,5.986985445022583008e+00
1.270000000000000000e+02,1.576938989187912782e-02,4.396089629031623147e-01,1.000000047497451305e-03,5.988986730575561523e+00
1.280000000000000000e+02,3.888346237905258851e-02,4.393835571138103302e-01,1.000000047497451305e-03,5.990988254547119141e+00
1.290000000000000000e+02,2.766711244411072801e-03,4.390433203068377921e-01,1.000000047497451305e-03,5.992989301681518555e+00
1.300000000000000000e+02,8.908078603463546324e-03,4.389576935807986691e-01,1.000000047497451305e-03,5.995991706848144531e+00
1.310000000000000000e+02,2.483647868634820954e-01,4.391070328348964380e-01,1.000000047497451305e-03,5.997992515563964844e+00
1.320000000000000000e+02,1.546377222501910953e-01,4.381222096831805524e-01,1.000000047497451305e-03,5.999994039535522461e+00
1.330000000000000000e+02,3.445241933915683865e-03,4.374549759815724581e-01,1.000000047497451305e-03,6.001995563507080078e+00
1.340000000000000000e+02,6.378711842685365341e-02,4.375484430376019862e-01,1.000000047497451305e-03,6.003996849060058594e+00
1.350000000000000000e+02,3.997191797375383715e-02,4.370969399293470059e-01,1.000000047497451305e-03,6.006998538970947266e+00
1.360000000000000000e+02,8.419906314623484822e-03,4.367396702595456870e-01,1.000000047497451305e-03,6.009000062942504883e+00
1.370000000000000000e+02,7.364726461502364707e-02,4.365729072067949246e-01,1.000000047497451305e-03,6.011001586914062500e+00
1.380000000000000000e+02,5.583843321994626935e-02,4.360983780877614735e-01,1.000000047497451305e-03,6.013002634048461914e+00
1.390000000000000000e+02,1.171136897586326584e-03,4.356796779710248035e-01,1.000000047497451305e-03,6.015004158020019531e+00
1.400000000000000000e+02,2.609804867028547339e-04,4.357378085771118625e-01,1.000000047497451305e-03,6.017005443572998047e+00
1.410000000000000000e+02,4.211143454960276922e-02,4.357116650445416184e-01,1.000000047497451305e-03,6.019006729125976562e+00
1.420000000000000000e+02,6.514073775210797897e-03,4.353597277131041610e-01,1.000000047497451305e-03,6.021008014678955078e+00
1.430000000000000000e+02,4.924884345546185448e-03,4.352116225497188462e-01,1.000000047497451305e-03,6.023009538650512695e+00
1.440000000000000000e+02,3.345879410627915218e-02,4.350983690942872850e-01,1.000000047497451305e-03,6.025010824203491211e+00
1.450000000000000000e+02,2.449477223251363543e-05,4.347652973498308260e-01,1.000000047497451305e-03,6.027012109756469727e+00
1.460000000000000000e+02,3.195321495781824894e-02,4.347735055652846015e-01,1.000000047497451305e-03,6.029013395309448242e+00
1.470000000000000000e+02,8.848973240899425663e-02,4.350598802898937856e-01,1.000000047497451305e-03,6.031014442443847656e+00
1.480000000000000000e+02,1.930543614721953738e-02,4.355193020286278749e-01,1.000000047497451305e-03,6.034016609191894531e+00
1.490000000000000000e+02,2.973540927961508540e-02,4.352823887665214220e-01,1.000000047497451305e-03,6.037018775939941406e+00
1.500000000000000000e+02,8.860911330525191032e-02,4.355686365192086296e-01,1.000000047497451305e-03,6.039020538330078125e+00
1.510000000000000000e+02,5.314126908776494601e-02,4.349597377277319432e-01,1.000000047497451305e-03,6.042021989822387695e+00
1.520000000000000000e+02,1.355535569089744673e-03,4.345504504226516684e-01,1.000000047497451305e-03,6.044023990631103516e+00
1.530000000000000000e+02,6.948958911858380341e-03,4.346103263396103311e-01,1.000000047497451305e-03,6.047025442123413086e+00
1.540000000000000000e+02,3.333591398386127804e-03,4.344737555481698044e-01,1.000000047497451305e-03,6.049026727676391602e+00
1.550000000000000000e+02,8.201415708168854923e-05,4.343771292047357568e-01,1.000000047497451305e-03,6.051027536392211914e+00
1.560000000000000000e+02,2.295540532685043516e-05,4.343915715267337441e-01,1.000000047497451305e-03,6.053029537200927734e+00
1.570000000000000000e+02,5.066033148793647883e-02,4.344000917002717732e-01,1.000000047497451305e-03,6.056031465530395508e+00
1.580000000000000000e+02,1.138085265536310006e-03,4.340296576258618755e-01,1.000000047497451305e-03,6.059033632278442383e+00
1.590000000000000000e+02,1.560772230217632450e-01,4.339722679360142887e-01,1.000000047497451305e-03,6.061034679412841797e+00
1.600000000000000000e+02,3.071597881900188856e-03,4.332369751129968583e-01,1.000000047497451305e-03,6.064036846160888672e+00
1.610000000000000000e+02,1.927925690369558520e-02,4.331484518410858020e-01,1.000000047497451305e-03,6.066037893295288086e+00
1.620000000000000000e+02,4.224683030720519095e-02,4.329073256386032909e-01,1.000000047497451305e-03,6.068039417266845703e+00
1.630000000000000000e+02,5.824736584370798081e-02,4.325318704503066103e-01,1.000000047497451305e-03,6.070040941238403320e+00
1.640000000000000000e+02,2.154485451175875907e-02,4.320651608019051015e-01,1.000000047497451305e-03,6.073042869567871094e+00
1.650000000000000000e+02,1.197606392501506141e-02,4.323114216932129605e-01,1.000000047497451305e-03,6.075043916702270508e+00
1.660000000000000000e+02,3.062756359618408475e-02,4.324832504669421374e-01,1.000000047497451305e-03,6.077045440673828125e+00
1.670000000000000000e+02,7.798534061548485774e-02,4.321835404903588973e-01,1.000000047497451305e-03,6.080047369003295898e+00
1.680000000000000000e+02,5.688994603598551691e-02,4.317032356498359258e-01,1.000000047497451305e-03,6.082048654556274414e+00
1.690000000000000000e+02,1.101087802589796431e-02,4.313045302518672686e-01,1.000000047497451305e-03,6.084050178527832031e+00
1.700000000000000000e+02,6.420301822110499254e-03,4.311228653500529528e-01,1.000000047497451305e-03,6.087051868438720703e+00
1.710000000000000000e+02,7.573887434313547606e-02,4.312567443496394537e-01,1.000000047497451305e-03,6.089053392410278320e+00
1.720000000000000000e+02,3.190720736032755332e-03,4.307257540171617327e-01,1.000000047497451305e-03,6.092055559158325195e+00
1.730000000000000000e+02,2.593431371972241628e-04,4.306312982424288505e-01,1.000000047497451305e-03,6.095057249069213867e+00
1.740000000000000000e+02,3.181824870907781419e-03,4.306055976315108502e-01,1.000000047497451305e-03,6.097058534622192383e+00
1.750000000000000000e+02,1.935695755865963347e-02,4.307017361968281666e-01,1.000000047497451305e-03,6.099060058593750000e+00
1.760000000000000000e+02,1.149183944870264124e-01,4.304479208320525774e-01,1.000000047497451305e-03,6.102061986923217773e+00
1.770000000000000000e+02,9.260240418421587794e-02,4.298077308343029590e-01,1.000000047497451305e-03,6.104063510894775391e+00
1.780000000000000000e+02,1.677478731392937836e-02,4.292711015393036456e-01,1.000000047497451305e-03,6.106064796447753906e+00
1.790000000000000000e+02,3.831971400923184223e-02,4.290491406439583821e-01,1.000000047497451305e-03,6.109066724777221680e+00
1.800000000000000000e+02,1.532491058910364322e-02,4.287134365065490282e-01,1.000000047497451305e-03,6.112068891525268555e+00
1.810000000000000000e+02,2.738827840875212010e-03,4.285063902360704557e-01,1.000000047497451305e-03,6.114069938659667969e+00
1.820000000000000000e+02,3.116819702737314707e-02,4.285916230817375383e-01,1.000000047497451305e-03,6.116071462631225586e+00
1.830000000000000000e+02,3.034107306098554786e-03,4.282870685535428712e-01,1.000000047497451305e-03,6.118072748184204102e+00
1.840000000000000000e+02,4.388317298580519249e-02,4.281965484621786389e-01,1.000000047497451305e-03,6.121075153350830078e+00
1.850000000000000000e+02,7.663277418170109240e-03,4.278187638951944649e-01,1.000000047497451305e-03,6.123075962066650391e+00
1.860000000000000000e+02,3.147056720871884566e-02,4.276705087370543112e-01,1.000000047497451305e-03,6.126078128814697266e+00
1.870000000000000000e+02,7.107608486065405962e-02,4.273857160864848459e-01,1.000000047497451305e-03,6.128079175949096680e+00
1.880000000000000000e+02,1.161395105767646166e-02,4.269173937552423470e-01,1.000000047497451305e-03,6.131081104278564453e+00
1.890000000000000000e+02,2.053966736302513529e-02,4.270860805216618039e-01,1.000000047497451305e-03,6.133082866668701172e+00
1.900000000000000000e+02,2.810345397394998102e-03,4.273145873886308177e-01,1.000000047497451305e-03,6.135083675384521484e+00
1.910000000000000000e+02,1.237934022370223985e-02,4.274016621084973377e-01,1.000000047497451305e-03,6.137085437774658203e+00
1.920000000000000000e+02,1.340492906762983660e-01,4.272171265510502081e-01,1.000000047497451305e-03,6.139086723327636719e+00
1.930000000000000000e+02,1.486437820135565755e-03,4.265267008297203843e-01,1.000000047497451305e-03,6.141088485717773438e+00
1.940000000000000000e+02,3.978299394276375162e-02,4.264649392070792855e-01,1.000000047497451305e-03,6.143089294433593750e+00
1.950000000000000000e+02,4.537344573393857147e-03,4.267815381629643245e-01,1.000000047497451305e-03,6.145090818405151367e+00
1.960000000000000000e+02,6.637762686504515227e-07,4.268904741760066734e-01,1.000000047497451305e-03,6.147092342376708984e+00
1.970000000000000000e+02,5.038034073137812908e-03,4.268891272718611241e-01,1.000000047497451305e-03,6.149093389511108398e+00
1.980000000000000000e+02,9.195699332048316854e-02,4.267648340244609706e-01,1.000000047497451305e-03,6.151094436645507812e+00
1.990000000000000000e+02,3.852626151265058085e-02,4.262244480196269447e-01,1.000000047497451305e-03,6.153096199035644531e+00
2.000000000000000000e+02,6.577141081274691620e-05,4.265441900008083986e-01,1.000000047497451305e-03,6.155097246170043945e+00
2.010000000000000000e+02,3.420912923186487670e-04,4.265311040578957935e-01,1.000000047497451305e-03,6.157098770141601562e+00
2.020000000000000000e+02,3.947512038991542226e-04,4.265012823300545208e-01,1.000000047497451305e-03,6.159100055694580078e+00
2.030000000000000000e+02,2.799678680667581909e-02,4.265355453964195798e-01,1.000000047497451305e-03,6.161101818084716797e+00
2.040000000000000000e+02,9.616441570910801151e-02,4.262441525131644426e-01,1.000000047497451305e-03,6.163102626800537109e+00
2.050000000000000000e+02,1.403657964329712952e-02,4.267287176316859609e-01,1.000000047497451305e-03,6.165104150772094727e+00
2.060000000000000000e+02,8.178054927382109179e-03,4.265259214842822000e-01,1.000000047497451305e-03,6.167105436325073242e+00
2.070000000000000000e+02,1.010095312175147003e-01,4.263815491954593973e-01,1.000000047497451305e-03,6.169106721878051758e+00
2.080000000000000000e+02,4.104857919209074085e-02,4.258313991352729588e-01,1.000000047497451305e-03,6.171108007431030273e+00
2.090000000000000000e+02,9.495077224411141784e-03,4.254827797367836117e-01,1.000000047497451305e-03,6.173109531402587891e+00
2.100000000000000000e+02,8.074809381871656325e-03,4.253162182495904275e-01,1.000000047497451305e-03,6.175110578536987305e+00
2.110000000000000000e+02,1.031805633858151952e-02,4.251636180861763648e-01,1.000000047497451305e-03,6.177112102508544922e+00
2.120000000000000000e+02,5.668679982806829228e-04,4.253290957064281286e-01,1.000000047497451305e-03,6.179113388061523438e+00
2.130000000000000000e+02,8.604386066993874316e-03,4.253687613689103308e-01,1.000000047497451305e-03,6.181114435195922852e+00
2.140000000000000000e+02,3.662222507498669871e-02,4.252059817451196433e-01,1.000000047497451305e-03,6.183115720748901367e+00
2.150000000000000000e+02,7.648620547126542928e-03,4.248798910821223740e-01,1.000000047497451305e-03,6.184116363525390625e+00
2.160000000000000000e+02,7.021291250478839526e-04,4.247280240803061324e-01,1.000000047497451305e-03,6.186118125915527344e+00
2.170000000000000000e+02,6.120209266077116059e-05,4.247695208294761660e-01,1.000000047497451305e-03,6.188119649887084961e+00
2.180000000000000000e+02,1.283850226824729580e-02,4.247823191486296834e-01,1.000000047497451305e-03,6.190120697021484375e+00
2.190000000000000000e+02,8.055591150631578878e-02,4.249612780294214631e-01,1.000000047497451305e-03,6.193122863769531250e+00
2.200000000000000000e+02,7.292654060831557650e-02,4.244678257612614636e-01,1.000000047497451305e-03,6.195124149322509766e+00
2.210000000000000000e+02,8.740267452652290131e-03,4.240062236317643229e-01,1.000000047497451305e-03,6.197125196456909180e+00
2.220000000000000000e+02,3.056749540340355457e-03,4.238378721835583396e-01,1.000000047497451305e-03,6.199126720428466797e+00
2.230000000000000000e+02,1.645317899151548663e-02,4.239295275146361397e-01,1.000000047497451305e-03,6.201128005981445312e+00
2.240000000000000000e+02,8.129605658457855766e-03,4.237142593569226956e-01,1.000000047497451305e-03,6.203129291534423828e+00
2.250000000000000000e+02,2.790273890941345758e-02,4.235530264132352785e-01,1.000000047497451305e-03,6.205130577087402344e+00
2.260000000000000000e+02,3.706669785558438374e-02,4.232546992840879319e-01,1.000000047497451305e-03,6.207131862640380859e+00
2.270000000000000000e+02,3.473815066518025352e-02,4.235617691603768553e-01,1.000000047497451305e-03,6.209133148193359375e+00
2.280000000000000000e+02,5.169500309272219429e-02,4.232299183305342494e-01,1.000000047497451305e-03,6.211134672164916992e+00
2.290000000000000000e+02,6.543656794252496363e-03,4.228272865988003115e-01,1.000000047497451305e-03,6.213135957717895508e+00
2.300000000000000000e+02,1.269513023672435952e-02,4.226967352571414649e-01,1.000000047497451305e-03,6.215137004852294922e+00
2.310000000000000000e+02,1.333607668926967832e-02,4.225030305050542223e-01,1.000000047497451305e-03,6.217138528823852539e+00
